OMRÅDE;TID;INDHOLD
Randers;2022M01;98988
Randers;2022M02;99053
Randers;2022M03;99104
Randers;2022M04;99126
Randers;2022M05;99324
Randers;2022M06;99695
Randers;2022M07;99794
Randers;2022M08;99913
Randers;2022M09;99830
Randers;2022M10;99869
Randers;2022M11;99888
Randers;2022M12;99923
Randers;2023M01;99931
Randers;2023M02;99848
Randers;2023M03;99925
Randers;2023M04;99907
Randers;2023M05;99941
Randers;2023M06;99898
Randers;2023M07;99834
Randers;2023M08;99872
Randers;2023M09;99718
Randers;2023M10;99717
Randers;2023M11;99779
Randers;2023M12;99910
Randers;2024M01;99974
Randers;2024M02;100037
Randers;2024M03;100088
Randers;2024M04;100167
Samsø;2021M10;3707
Samsø;2021M11;3718
Samsø;2021M12;3723
Samsø;2022M01;3716
Samsø;2022M02;3710
Samsø;2022M03;3713
Samsø;2022M04;3706
Samsø;2022M05;3719
Samsø;2022M06;3738
Samsø;2022M07;3768
Samsø;2022M08;3776
Samsø;2022M09;3786
Samsø;2022M10;3783
Samsø;2022M11;3776
Samsø;2022M12;3778
Samsø;2023M01;3775
Samsø;2023M02;3763
Samsø;2023M03;3767
Samsø;2023M04;3769
Samsø;2023M05;3767
Samsø;2023M06;3772
Samsø;2023M07;3773
Samsø;2023M08;3783
Samsø;2023M09;3757
Samsø;2023M10;3715
Samsø;2023M11;3712
Samsø;2023M12;3704
Samsø;2024M01;3694
Samsø;2024M02;3700
Samsø;2024M03;3681
Samsø;2024M04;3695
Silkeborg;2021M10;96779
Silkeborg;2021M11;97049
Silkeborg;2021M12;97166
Silkeborg;2022M01;97358
Silkeborg;2022M02;97538
Silkeborg;2022M03;97692
Silkeborg;2022M04;97858
Silkeborg;2022M05;98227
Silkeborg;2022M06;98656
Silkeborg;2022M07;98825
Silkeborg;2022M08;98917
Silkeborg;2022M09;99022
Silkeborg;2022M10;99131
Silkeborg;2022M11;99248
Silkeborg;2022M12;99302
Silkeborg;2023M01;99400
Silkeborg;2023M02;99551
Silkeborg;2023M03;99652
Silkeborg;2023M04;99696
Silkeborg;2023M05;99806
Silkeborg;2023M06;99940
Silkeborg;2023M07;100093
Silkeborg;2023M08;100258
Silkeborg;2023M09;100257
Silkeborg;2023M10;100262
Silkeborg;2023M11;100416
Silkeborg;2023M12;100595
Silkeborg;2024M01;100747
Silkeborg;2024M02;100799
Silkeborg;2024M03;100846
Silkeborg;2024M04;100974
Skanderborg;2021M10;63977
Skanderborg;2021M11;64155
Skanderborg;2021M12;64202
Skanderborg;2022M01;64318
Skanderborg;2022M02;64411
Skanderborg;2022M03;64459
Skanderborg;2022M04;64545
Skanderborg;2022M05;64756
Skanderborg;2022M06;64895
Skanderborg;2022M07;65019
Skanderborg;2022M08;65081
Skanderborg;2022M09;65030
Skanderborg;2022M10;65048
Skanderborg;2022M11;65084
Skanderborg;2022M12;65098
Skanderborg;2023M01;65138
Skanderborg;2023M02;65158
Skanderborg;2023M03;65173
Skanderborg;2023M04;65152
Skanderborg;2023M05;65166
Skanderborg;2023M06;65192
Skanderborg;2023M07;65265
Skanderborg;2023M08;65271
Skanderborg;2023M09;65192
Skanderborg;2023M10;65194
Skanderborg;2023M11;65134
Skanderborg;2023M12;65157
Skanderborg;2024M01;65205
Skanderborg;2024M02;65212
Skanderborg;2024M03;65270
Skanderborg;2024M04;65267
Syddjurs;2021M10;43629
Syddjurs;2021M11;43652
Syddjurs;2021M12;43611
Syddjurs;2022M01;43596
Syddjurs;2022M02;43669
Syddjurs;2022M03;43709
Syddjurs;2022M04;43752
Syddjurs;2022M05;43863
Syddjurs;2022M06;43993
Syddjurs;2022M07;44086
Syddjurs;2022M08;44147
Syddjurs;2022M09;44238
Syddjurs;2022M10;44190
Syddjurs;2022M11;44221
Syddjurs;2022M12;44200
Syddjurs;2023M01;44207
Syddjurs;2023M02;44230
Syddjurs;2023M03;44195
Syddjurs;2023M04;44237
Syddjurs;2023M05;44269
Syddjurs;2023M06;44223
Syddjurs;2023M07;44197
Syddjurs;2023M08;44225
Syddjurs;2023M09;44237
Syddjurs;2023M10;44229
Syddjurs;2023M11;44162
Syddjurs;2023M12;44128
Syddjurs;2024M01;44076
Syddjurs;2024M02;44034
Syddjurs;2024M03;44003
Syddjurs;2024M04;44059
Aarhus;2021M10;355458
Aarhus;2021M11;355369
Aarhus;2021M12;355357
Aarhus;2022M01;355238
Aarhus;2022M02;355370
Aarhus;2022M03;355580
Aarhus;2022M04;355607
Aarhus;2022M05;355869
Aarhus;2022M06;356583
Aarhus;2022M07;356829
Aarhus;2022M08;357561
Aarhus;2022M09;359918
Aarhus;2022M10;361141
Aarhus;2022M11;361358
Aarhus;2022M12;361573
Aarhus;2023M01;361544
Aarhus;2023M02;361704
Aarhus;2023M03;362037
Aarhus;2023M04;362266
Aarhus;2023M05;362291
Aarhus;2023M06;362555
Aarhus;2023M07;362442
Aarhus;2023M08;362839
Aarhus;2023M09;365894
Aarhus;2023M10;366968
Aarhus;2023M11;367176
Aarhus;2023M12;367180
Aarhus;2024M01;367095
Aarhus;2024M02;367125
Aarhus;2024M03;367492
Aarhus;2024M04;367666
Herning;2021M10;89196
Herning;2021M11;89208
Herning;2021M12;89256
Herning;2022M01;89230
Herning;2022M02;89276
Herning;2022M03;89352
Herning;2022M04;89475
Herning;2022M05;89693
Herning;2022M06;89854
Herning;2022M07;89928
Herning;2022M08;89982
Herning;2022M09;89794
Herning;2022M10;89931
Herning;2022M11;89969
Herning;2022M12;89997
Herning;2023M01;89952
Herning;2023M02;89899
Herning;2023M03;89948
Herning;2023M04;90044
Herning;2023M05;89991
Herning;2023M06;89969
Herning;2023M07;89996
Herning;2023M08;89983
Herning;2023M09;89874
Herning;2023M10;89920
Herning;2023M11;89880
Herning;2023M12;89888
Herning;2024M01;89848
Herning;2024M02;89870
Herning;2024M03;89955
Herning;2024M04;90030
Holstebro;2021M10;58513
Holstebro;2021M11;58524
Holstebro;2021M12;58558
Holstebro;2022M01;58553
Holstebro;2022M02;58526
Holstebro;2022M03;58582
Holstebro;2022M04;58617
Holstebro;2022M05;58714
Holstebro;2022M06;58865
Holstebro;2022M07;58955
Holstebro;2022M08;58969
Holstebro;2022M09;58933
Holstebro;2022M10;58979
Holstebro;2022M11;58960
Holstebro;2022M12;58954
Holstebro;2023M01;58978
Holstebro;2023M02;58943
Holstebro;2023M03;59002
Holstebro;2023M04;59003
Holstebro;2023M05;59012
Holstebro;2023M06;58983
Holstebro;2023M07;59055
Holstebro;2023M08;59060
Holstebro;2023M09;58999
Holstebro;2023M10;58984
Holstebro;2023M11;58985
Holstebro;2023M12;58987
Holstebro;2024M01;59016
Holstebro;2024M02;59029
Holstebro;2024M03;59026
Holstebro;2024M04;59029
Ikast-Brande;2021M10;41878
Ikast-Brande;2021M11;41870
Ikast-Brande;2021M12;41926
Ikast-Brande;2022M01;41885
Ikast-Brande;2022M02;41918
Ikast-Brande;2022M03;41949
Ikast-Brande;2022M04;42052
Ikast-Brande;2022M05;42222
Ikast-Brande;2022M06;42386
Ikast-Brande;2022M07;42516
Ikast-Brande;2022M08;42573
Ikast-Brande;2022M09;42554
Ikast-Brande;2022M10;42540
Ikast-Brande;2022M11;42496
Ikast-Brande;2022M12;42545
Ikast-Brande;2023M01;42540
Ikast-Brande;2023M02;42579
Ikast-Brande;2023M03;42554
Ikast-Brande;2023M04;42610
Ikast-Brande;2023M05;42607
Ikast-Brande;2023M06;42658
Ikast-Brande;2023M07;42673
Ikast-Brande;2023M08;42690
Ikast-Brande;2023M09;42750
Ikast-Brande;2023M10;42772
Ikast-Brande;2023M11;42723
Ikast-Brande;2023M12;42756
Ikast-Brande;2024M01;42737
Ikast-Brande;2024M02;42771
Ikast-Brande;2024M03;42747
Ikast-Brande;2024M04;42785
Lemvig;2021M10;19369
Lemvig;2021M11;19375
Lemvig;2021M12;19403
Lemvig;2022M01;19398
Lemvig;2022M02;19398
Lemvig;2022M03;19374
Lemvig;2022M04;19344
Lemvig;2022M05;19379
Lemvig;2022M06;19506
Lemvig;2022M07;19507
Lemvig;2022M08;19468
Lemvig;2022M09;19389
Lemvig;2022M10;19383
Lemvig;2022M11;19382
Lemvig;2022M12;19360
Lemvig;2023M01;19371
Lemvig;2023M02;19374
Lemvig;2023M03;19356
Lemvig;2023M04;19351
Lemvig;2023M05;19352
Lemvig;2023M06;19344
Lemvig;2023M07;19298
Lemvig;2023M08;19269
Lemvig;2023M09;19187
Lemvig;2023M10;19182
Lemvig;2023M11;19157
Lemvig;2023M12;19123
Lemvig;2024M01;19110
Lemvig;2024M02;19102
Lemvig;2024M03;19060
Lemvig;2024M04;19061
Ringkøbing-Skjern;2021M10;56195
Ringkøbing-Skjern;2021M11;56192
Ringkøbing-Skjern;2021M12;56262
Ringkøbing-Skjern;2022M01;56203
Ringkøbing-Skjern;2022M02;56200
Ringkøbing-Skjern;2022M03;56231
Ringkøbing-Skjern;2022M04;56176
Ringkøbing-Skjern;2022M05;56268
Ringkøbing-Skjern;2022M06;56449
Ringkøbing-Skjern;2022M07;56534
Ringkøbing-Skjern;2022M08;56425
Ringkøbing-Skjern;2022M09;56420
Ringkøbing-Skjern;2022M10;56327
Ringkøbing-Skjern;2022M11;56369
Ringkøbing-Skjern;2022M12;56366
Ringkøbing-Skjern;2023M01;56348
Ringkøbing-Skjern;2023M02;56289
Ringkøbing-Skjern;2023M03;56333
Ringkøbing-Skjern;2023M04;56341
Ringkøbing-Skjern;2023M05;56356
Ringkøbing-Skjern;2023M06;56356
Ringkøbing-Skjern;2023M07;56328
Ringkøbing-Skjern;2023M08;56314
Ringkøbing-Skjern;2023M09;56278
Ringkøbing-Skjern;2023M10;56170
Ringkøbing-Skjern;2023M11;56214
Ringkøbing-Skjern;2023M12;56253
Ringkøbing-Skjern;2024M01;56218
Ringkøbing-Skjern;2024M02;56141
Ringkøbing-Skjern;2024M03;56172
Ringkøbing-Skjern;2024M04;56080
Skive;2021M10;45097
Skive;2021M11;45096
Skive;2021M12;45056
Skive;2022M01;45078
Skive;2022M02;45096
Skive;2022M03;45035
Skive;2022M04;45078
Skive;2022M05;45177
Skive;2022M06;45323
Skive;2022M07;45352
Skive;2022M08;45320
Skive;2022M09;45277
Skive;2022M10;45259
Skive;2022M11;45168
Skive;2022M12;45151
Skive;2023M01;45069
Skive;2023M02;45051
Skive;2023M03;44996
Skive;2023M04;44972
Skive;2023M05;44947
Skive;2023M06;44922
Skive;2023M07;44927
Skive;2023M08;44946
Skive;2023M09;44869
Skive;2023M10;44839
Skive;2023M11;44820
Skive;2023M12;44803
Skive;2024M01;44739
Skive;2024M02;44710
Skive;2024M03;44737
Skive;2024M04;44673
Struer;2021M10;20795
Struer;2021M11;20783
Struer;2021M12;20801
Struer;2022M01;20802
Struer;2022M02;20792
Struer;2022M03;20767
Struer;2022M04;20817
Struer;2022M05;20898
Struer;2022M06;20944
Struer;2022M07;20943
Struer;2022M08;20878
Struer;2022M09;20859
Struer;2022M10;20855
Struer;2022M11;20830
Struer;2022M12;20809
Struer;2023M01;20794
Struer;2023M02;20766
Struer;2023M03;20762
Struer;2023M04;20722
Struer;2023M05;20710
Struer;2023M06;20696
Struer;2023M07;20668
Struer;2023M08;20610
Struer;2023M09;20580
Struer;2023M10;20577
Struer;2023M11;20584
Struer;2023M12;20596
Struer;2024M01;20594
Struer;2024M02;20577
Struer;2024M03;20521
Struer;2024M04;20495
Viborg;2021M10;96826
Viborg;2021M11;96855
Viborg;2021M12;96841
Viborg;2022M01;96847
Viborg;2022M02;96807
Viborg;2022M03;96854
Viborg;2022M04;96868
Viborg;2022M05;97130
Viborg;2022M06;97458
Viborg;2022M07;97455
Viborg;2022M08;97481
Viborg;2022M09;97550
Viborg;2022M10;97575
Viborg;2022M11;97659
Viborg;2022M12;97707
Viborg;2023M01;97731
Viborg;2023M02;97715
Viborg;2023M03;97670
Viborg;2023M04;97649
Viborg;2023M05;97561
Viborg;2023M06;97579
Viborg;2023M07;97564
Viborg;2023M08;97479
Viborg;2023M09;97554
Viborg;2023M10;97490
Viborg;2023M11;97533
Viborg;2023M12;97516
Viborg;2024M01;97472
Viborg;2024M02;97483
Viborg;2024M03;97526
Viborg;2024M04;97593
Region Nordjylland;2021M10;591724
Region Nordjylland;2021M11;591864
Region Nordjylland;2021M12;591972
Region Nordjylland;2022M01;591740
Region Nordjylland;2022M02;591666
Region Nordjylland;2022M03;591650
Region Nordjylland;2022M04;591758
Region Nordjylland;2022M05;592656
Region Nordjylland;2022M06;593922
Region Nordjylland;2022M07;594323
Region Nordjylland;2022M08;594299
Region Nordjylland;2022M09;594812
Region Nordjylland;2022M10;594925
Region Nordjylland;2022M11;594787
Region Nordjylland;2022M12;594740
Region Nordjylland;2023M01;594634
Region Nordjylland;2023M02;594494
Region Nordjylland;2023M03;594410
Region Nordjylland;2023M04;594426
Region Nordjylland;2023M05;594292
Region Nordjylland;2023M06;594161
Region Nordjylland;2023M07;594016
Region Nordjylland;2023M08;593606
Region Nordjylland;2023M09;593999
Region Nordjylland;2023M10;593898
Region Nordjylland;2023M11;593845
Region Nordjylland;2023M12;593575
Region Nordjylland;2024M01;593135
Region Nordjylland;2024M02;592960
Region Nordjylland;2024M03;592900
Region Nordjylland;2024M04;592831
Brønderslev;2021M10;36187
Brønderslev;2021M11;36148
Brønderslev;2021M12;36156
Brønderslev;2022M01;36194
Brønderslev;2022M02;36222
Brønderslev;2022M03;36293
Brønderslev;2022M04;36331
Brønderslev;2022M05;36444
Brønderslev;2022M06;36485
Brønderslev;2022M07;36529
Brønderslev;2022M08;36519
Brønderslev;2022M09;36514
Brønderslev;2022M10;36517
Brønderslev;2022M11;36521
Brønderslev;2022M12;36557
Brønderslev;2023M01;36540
Brønderslev;2023M02;36628
Brønderslev;2023M03;36593
Brønderslev;2023M04;36577
Brønderslev;2023M05;36560
Brønderslev;2023M06;36533
Brønderslev;2023M07;36598
Brønderslev;2023M08;36596
Brønderslev;2023M09;36596
Brønderslev;2023M10;36587
Brønderslev;2023M11;36570
Brønderslev;2023M12;36603
Brønderslev;2024M01;36614
Brønderslev;2024M02;36617
Brønderslev;2024M03;36632
Brønderslev;2024M04;36595
Frederikshavn;2021M10;58883
Frederikshavn;2021M11;58873
Frederikshavn;2021M12;58893
Frederikshavn;2022M01;58878
Frederikshavn;2022M02;58860
Frederikshavn;2022M03;58810
Frederikshavn;2022M04;58841
Frederikshavn;2022M05;58879
Frederikshavn;2022M06;59007
Frederikshavn;2022M07;59068
Frederikshavn;2022M08;59075
Frederikshavn;2022M09;59014
Frederikshavn;2022M10;58958
Frederikshavn;2022M11;58972
Frederikshavn;2022M12;58915
Frederikshavn;2023M01;58864
Frederikshavn;2023M02;58799
Frederikshavn;2023M03;58789
Frederikshavn;2023M04;58810
Frederikshavn;2023M05;58813
Frederikshavn;2023M06;58783
Frederikshavn;2023M07;58746
Frederikshavn;2023M08;58647
Frederikshavn;2023M09;58541
Frederikshavn;2023M10;58459
Frederikshavn;2023M11;58462
Frederikshavn;2023M12;58426
Frederikshavn;2024M01;58376
Frederikshavn;2024M02;58375
Frederikshavn;2024M03;58350
Frederikshavn;2024M04;58330
Hjørring;2021M10;63861
Hjørring;2021M11;63907
Hjørring;2021M12;63881
Hjørring;2022M01;63839
Hjørring;2022M02;63810
Hjørring;2022M03;63811
Hjørring;2022M04;63757
Hjørring;2022M05;63832
Hjørring;2022M06;63952
Hjørring;2022M07;64032
Hjørring;2022M08;64076
Hjørring;2022M09;64040
Hjørring;2022M10;64035
Hjørring;2022M11;64056
Hjørring;2022M12;64023
Hjørring;2023M01;63998
Hjørring;2023M02;63943
Hjørring;2023M03;63957
Hjørring;2023M04;63962
Hjørring;2023M05;63946
Hjørring;2023M06;63924
Hjørring;2023M07;63915
Hjørring;2023M08;63915
Hjørring;2023M09;63839
Hjørring;2023M10;63805
Hjørring;2023M11;63769
Hjørring;2023M12;63720
Hjørring;2024M01;63544
Hjørring;2024M02;63546
Hjørring;2024M03;63567
Hjørring;2024M04;63570
Jammerbugt;2021M10;38172
Jammerbugt;2021M11;38183
Jammerbugt;2021M12;38213
Jammerbugt;2022M01;38187
Jammerbugt;2022M02;38192
Jammerbugt;2022M03;38163
Jammerbugt;2022M04;38162
Jammerbugt;2022M05;38221
Jammerbugt;2022M06;38364
Jammerbugt;2022M07;38423
Jammerbugt;2022M08;38455
Jammerbugt;2022M09;38415
Jammerbugt;2022M10;38396
Jammerbugt;2022M11;38408
Jammerbugt;2022M12;38363
Jammerbugt;2023M01;38364
Jammerbugt;2023M02;38311
Jammerbugt;2023M03;38334
Jammerbugt;2023M04;38355
Jammerbugt;2023M05;38342
Jammerbugt;2023M06;38320
Jammerbugt;2023M07;38330
Jammerbugt;2023M08;38316
Jammerbugt;2023M09;38293
Jammerbugt;2023M10;38324
Jammerbugt;2023M11;38301
Jammerbugt;2023M12;38272
Jammerbugt;2024M01;38234
Jammerbugt;2024M02;38226
Jammerbugt;2024M03;38209
Jammerbugt;2024M04;38159
Læsø;2021M10;1795
Læsø;2021M11;1778
Læsø;2021M12;1777
Læsø;2022M01;1769
Læsø;2022M02;1777
Læsø;2022M03;1781
Læsø;2022M04;1784
Læsø;2022M05;1786
Læsø;2022M06;1792
Læsø;2022M07;1790
Læsø;2022M08;1781
Læsø;2022M09;1781
Læsø;2022M10;1786
Læsø;2022M11;1798
Læsø;2022M12;1791
Læsø;2023M01;1789
Læsø;2023M02;1792
Læsø;2023M03;1795
Læsø;2023M04;1789
Læsø;2023M05;1797
Læsø;2023M06;1792
Læsø;2023M07;1779
Læsø;2023M08;1771
Læsø;2023M09;1762
Læsø;2023M10;1765
Læsø;2023M11;1762
Læsø;2023M12;1771
Læsø;2024M01;1759
Læsø;2024M02;1758
Læsø;2024M03;1755
Læsø;2024M04;1751
Mariagerfjord;2021M10;41562
Mariagerfjord;2021M11;41634
Mariagerfjord;2021M12;41696
Mariagerfjord;2022M01;41662
Mariagerfjord;2022M02;41651
Mariagerfjord;2022M03;41658
Mariagerfjord;2022M04;41653
Mariagerfjord;2022M05;41717
Mariagerfjord;2022M06;41875
Mariagerfjord;2022M07;41880
Mariagerfjord;2022M08;41941
Mariagerfjord;2022M09;41930
Mariagerfjord;2022M10;41908
Mariagerfjord;2022M11;41901
Mariagerfjord;2022M12;41890
Mariagerfjord;2023M01;41859
Mariagerfjord;2023M02;41871
Mariagerfjord;2023M03;41862
Mariagerfjord;2023M04;41900
Mariagerfjord;2023M05;41880
Mariagerfjord;2023M06;41860
Mariagerfjord;2023M07;41877
Mariagerfjord;2023M08;41800
Mariagerfjord;2023M09;41798
Mariagerfjord;2023M10;41776
Mariagerfjord;2023M11;41811
Mariagerfjord;2023M12;41774
Mariagerfjord;2024M01;41762
Mariagerfjord;2024M02;41743
Mariagerfjord;2024M03;41753
Mariagerfjord;2024M04;41763
Morsø;2021M10;20055
Morsø;2021M11;20083
Morsø;2021M12;20052
Morsø;2022M01;20068
Morsø;2022M02;20059
Morsø;2022M03;20064
Morsø;2022M04;20049
Morsø;2022M05;20100
Morsø;2022M06;20121
Morsø;2022M07;20119
Morsø;2022M08;20036
Morsø;2022M09;20027
Morsø;2022M10;20022
Morsø;2022M11;19962
Morsø;2022M12;19948
Morsø;2023M01;19927
Morsø;2023M02;19917
Morsø;2023M03;19925
Morsø;2023M04;19912
Morsø;2023M05;19921
Morsø;2023M06;19872
Morsø;2023M07;19837
Morsø;2023M08;19800
Morsø;2023M09;19847
Morsø;2023M10;19840
Morsø;2023M11;19808
Morsø;2023M12;19770
Morsø;2024M01;19734
Morsø;2024M02;19704
Morsø;2024M03;19666
Morsø;2024M04;19649
Rebild;2021M10;30638
Rebild;2021M11;30623
Rebild;2021M12;30652
Rebild;2022M01;30646
Rebild;2022M02;30658
Rebild;2022M03;30678
Rebild;2022M04;30725
Rebild;2022M05;30805
Rebild;2022M06;30917
Rebild;2022M07;30948
Rebild;2022M08;30900
Rebild;2022M09;30917
Rebild;2022M10;30908
Rebild;2022M11;30894
Rebild;2022M12;30900
Rebild;2023M01;30908
Rebild;2023M02;30901
Rebild;2023M03;30899
Rebild;2023M04;30864
Rebild;2023M05;30857
Rebild;2023M06;30881
Rebild;2023M07;30934
Rebild;2023M08;30975
Rebild;2023M09;30911
Rebild;2023M10;30894
Rebild;2023M11;30892
Rebild;2023M12;30908
Rebild;2024M01;30937
Rebild;2024M02;30911
Rebild;2024M03;30889
Rebild;2024M04;30939
Thisted;2021M10;43115
Thisted;2021M11;43125
Thisted;2021M12;43106
Thisted;2022M01;43089
Thisted;2022M02;43097
Thisted;2022M03;43079
Thisted;2022M04;43081
Thisted;2022M05;43230
Thisted;2022M06;43342
Thisted;2022M07;43415
Thisted;2022M08;43480
Thisted;2022M09;43396
Thisted;2022M10;43365
Thisted;2022M11;43369
Thisted;2022M12;43394
Thisted;2023M01;43383
Thisted;2023M02;43359
Thisted;2023M03;43351
Thisted;2023M04;43341
Thisted;2023M05;43283
Thisted;2023M06;43325
Thisted;2023M07;43328
Thisted;2023M08;43280
Thisted;2023M09;43245
Thisted;2023M10;43168
Thisted;2023M11;43131
Thisted;2023M12;43082
Thisted;2024M01;42989
Thisted;2024M02;42944
Thisted;2024M03;42939
Thisted;2024M04;42949
Vesthimmerlands;2021M10;36342
Vesthimmerlands;2021M11;36337
Vesthimmerlands;2021M12;36368
Vesthimmerlands;2022M01;36326
Vesthimmerlands;2022M02;36303
Vesthimmerlands;2022M03;36264
Vesthimmerlands;2022M04;36282
Vesthimmerlands;2022M05;36405
Vesthimmerlands;2022M06;36425
Vesthimmerlands;2022M07;36436
Vesthimmerlands;2022M08;36431
Vesthimmerlands;2022M09;36403
Vesthimmerlands;2022M10;36423
Vesthimmerlands;2022M11;36408
Vesthimmerlands;2022M12;36412
Vesthimmerlands;2023M01;36431
Vesthimmerlands;2023M02;36419
Vesthimmerlands;2023M03;36397
Vesthimmerlands;2023M04;36373
Vesthimmerlands;2023M05;36355
Vesthimmerlands;2023M06;36338
Vesthimmerlands;2023M07;36267
Vesthimmerlands;2023M08;36250
Vesthimmerlands;2023M09;36191
Vesthimmerlands;2023M10;36113
Vesthimmerlands;2023M11;36095
Vesthimmerlands;2023M12;36035
Vesthimmerlands;2024M01;36012
Vesthimmerlands;2024M02;36012
Vesthimmerlands;2024M03;35992
Vesthimmerlands;2024M04;35944
Aalborg;2021M10;221114
Aalborg;2021M11;221173
Aalborg;2021M12;221178
Aalborg;2022M01;221082
Aalborg;2022M02;221037
Aalborg;2022M03;221049
Aalborg;2022M04;221093
Aalborg;2022M05;221237
Aalborg;2022M06;221642
Aalborg;2022M07;221683
Aalborg;2022M08;221605
Aalborg;2022M09;222375
Aalborg;2022M10;222607
Aalborg;2022M11;222498
Aalborg;2022M12;222547
Aalborg;2023M01;222571
Aalborg;2023M02;222554
Aalborg;2023M03;222508
Aalborg;2023M04;222543
Aalborg;2023M05;222538
Aalborg;2023M06;222533
Aalborg;2023M07;222405
Aalborg;2023M08;222256
Aalborg;2023M09;222976
Aalborg;2023M10;223167
Aalborg;2023M11;223244
Aalborg;2023M12;223214
Aalborg;2024M01;223174
Aalborg;2024M02;223124
Aalborg;2024M03;223148
Aalborg;2024M04;223182
